일자,종목코드,종목명,관리여부,종가,EPS,PER,BPS,PBR,주당배당금,배당수익률
2019/07/12,052420,오성첨단소재,-,"2,005",93,21.56,"2,663",0.75,0,0
2019/07/12,032080,아즈텍WB,-,"1,995",190,10.5,"4,335",0.46,50,2.51
2019/07/12,175250,아이큐어,-,"29,150",-,-,"13,831",2.11,0,0
2019/07/12,039980,리노스,-,"1,630",62,26.29,"1,897",0.86,0,0
2019/07/12,065150,MP그룹,관리종목,"1,315",-,-,224,5.87,0,0
2019/07/12,083470,KJ프리텍,관리종목,387,-,-,463,0.84,0,0
2019/07/12,090360,로보스타,-,"22,650",-,-,"10,541",2.15,50,0.22
2019/07/12,053700,삼보모터스,-,"6,230",297,20.98,"13,256",0.47,70,1.12
2019/07/12,065940,바이오빌,관리종목,"1,635",-,-,"1,007",1.62,0,0
2019/07/12,078140,대봉엘에스,-,"8,150",561,14.53,"6,731",1.21,50,0.61
2019/07/12,123010,옵토팩,-,"8,460",-,-,"1,202",7.04,0,0
2019/07/12,142760,바이오리더스,-,"8,660",-,-,"1,472",5.88,0,0
2019/07/12,161570,THE MIDONG,-,"3,000",-,-,"2,330",1.29,0,0
2019/07/12,064260,다날,-,"3,450",52,66.35,"2,809",1.23,0,0
2019/07/12,072990,에이치시티,-,"8,760",528,16.59,"6,583",1.33,100,1.14
2019/07/12,156100,엘앤케이바이오,관리종목,"7,010",-,-,"3,176",2.21,0,0
2019/07/12,225430,케이엠제약,-,"2,925",-,-,"1,198",2.44,0,0
2019/07/12,083550,케이엠,-,"6,920",485,14.27,"7,605",0.91,50,0.72
2019/07/12,185490,아이진,-,"10,150",-,-,"2,028",5,0,0
2019/07/12,256630,엔에이치스팩10호,-,"3,500",-,-,-,-,0,0
2019/07/12,114570,지스마트글로벌,-,681,-,-,"1,266",0.54,0,0
2019/07/12,299660,셀리드,-,"27,850",-,-,"1,644",16.94,0,0
2019/07/12,040910,아이씨디,-,"10,150","1,858",5.46,"7,846",1.29,150,1.48
2019/07/12,094360,칩스앤미디어,-,"9,580",356,26.91,"3,849",2.49,72,0.75
2019/07/12,113810,디젠스,-,593,-,-,676,0.88,0,0
2019/07/12,119830,아이텍,-,"15,250",269,56.69,"5,859",2.6,0,0
2019/07/12,187790,나노,-,"2,055",-,-,"1,956",1.05,20,0.97
2019/07/12,225530,보광산업,-,"4,265",132,32.31,"1,671",2.55,50,1.17
2019/07/12,032960,동일기연,-,"14,350",-,-,"8,784",1.63,40,0.28
2019/07/12,115180,큐리언트,-,"20,100",-,-,"4,074",4.93,0,0
2019/07/12,263810,상신전자,-,"5,810",213,27.28,"3,413",1.7,85,1.46
2019/07/12,038070,서린바이오,-,"9,650",363,26.58,"7,389",1.31,100,1.04
2019/07/12,065530,전파기지국,-,"4,180",22,190,"1,321",3.16,50,1.2
2019/07/12,076080,웰크론한텍,-,"2,330",-,-,"3,412",0.68,0,0
2019/07/12,094170,동운아나텍,-,"7,500",-,-,"1,419",5.29,20,0.27
2019/07/12,131090,시큐브,-,"1,720",74,23.24,705,2.44,10,0.58
2019/07/12,225590,패션플랫폼,-,"1,540",56,27.5,"1,208",1.27,0,0
2019/07/12,060250,NHN한국사이버결제,-,"17,200",764,22.51,"5,053",3.4,150,0.87
2019/07/12,065950,웰크론,-,"3,225",222,14.53,"2,297",1.4,0,0
2019/07/12,095340,ISC,-,"9,200","1,010",9.11,"11,913",0.77,150,1.63
2019/07/12,139670,키네마스터,-,"13,600",-,-,"1,762",7.72,0,0
2019/07/12,038870,에코바이오,-,"5,360",-,-,"4,819",1.11,0,0
2019/07/12,046210,파나진,-,"3,950",-,-,509,7.76,0,0
2019/07/12,047920,씨트리,-,"4,090",-,-,"1,227",3.33,0,0
2019/07/12,159910,스킨앤스킨,-,400,-,-,331,1.21,0,0
2019/07/12,170030,현대공업,-,"3,220",67,48.06,"6,381",0.5,66,2.05
2019/07/12,196490,디에이테크놀로지,-,"3,295",-,-,"1,608",2.05,0,0
2019/07/12,023600,삼보판지,-,"9,930","3,664",2.71,"20,542",0.48,50,0.5
2019/07/12,032980,바이온,-,"1,350",-,-,"1,000",1.35,0,0
2019/07/12,238090,앤디포스,-,"5,510",-,-,"2,018",2.73,26,0.47
2019/07/12,263920,블러썸엠앤씨,-,"22,700",-,-,"2,786",8.15,0,0
2019/07/12,032680,소프트센,-,"1,690",-,-,"1,097",1.54,0,0
2019/07/12,153710,옵티팜,-,"10,750",-,-,"2,493",4.31,0,0
2019/07/12,196450,디오스텍,-,666,-,-,445,1.5,0,0
2019/07/12,222810,한류AI센터,-,"1,510",-,-,"1,043",1.45,0,0
2019/07/12,033540,파라텍,-,"4,930",21,234.76,"4,958",0.99,50,1.01
2019/07/12,091120,이엠텍,-,"12,950","1,564",8.28,"12,383",1.05,150,1.16
2019/07/12,105740,디케이락,-,"10,400",685,15.18,"10,291",1.01,150,1.44
2019/07/12,189300,인텔리안테크,-,"28,500","1,319",21.61,"10,286",2.77,100,0.35
2019/07/12,268600,셀리버리,-,"36,200",-,-,"4,706",7.69,0,0
2019/07/12,303030,대신밸런스제5호스팩,-,"4,130",-,-,-,-,0,0
2019/07/12,065170,넥스트BT,-,"1,670",23,72.61,973,1.72,0,0
2019/07/12,066700,테라젠이텍스,-,"8,220",-,-,"2,617",3.14,0,0
2019/07/12,206400,엔터메이트,관리종목,804,-,-,149,5.4,0,0
2019/07/12,246960,이노테라피,-,"11,050",-,-,"2,137",5.17,0,0
2019/07/12,317240,하이제4호스팩,-,"2,120",-,-,-,-,,
2019/07/12,001840,이화공영,-,"5,710",24,237.92,"2,164",2.64,20,0.35
2019/07/12,002290,삼일기업공사,-,"3,250",250,13,"4,578",0.71,100,3.08
2019/07/12,003800,에이스침대,-,"31,800","2,929",10.86,"38,920",0.82,"1,000",3.14
2019/07/12,006050,국영지앤엠,-,"1,255",-,-,"1,483",0.85,0,0
2019/07/12,006580,대양제지,-,"3,990","1,439",2.77,"4,203",0.95,50,1.25
2019/07/12,006620,동구바이오제약,-,"17,750",489,36.3,"7,507",2.36,0,0
2019/07/12,007680,대원,-,"12,750","2,723",4.68,"24,678",0.52,250,1.96
2019/07/12,007770,한일화학,-,"11,850",810,14.63,"26,273",0.45,150,1.27
2019/07/12,008470,부스타,-,"5,490",355,15.46,"8,448",0.65,55,1
2019/07/12,010240,흥국,-,"6,790",675,10.06,"5,004",1.36,125,1.84
2019/07/12,012790,신일제약,-,"9,540",761,12.54,"12,049",0.79,140,1.47
2019/07/12,016600,큐캐피탈,-,666,-,-,751,0.89,0,0
2019/07/12,016790,현대사료,-,"16,850",-,-,"9,239",1.82,100,0.59
2019/07/12,017000,신원종합개발,-,"3,760","1,170",3.21,"7,520",0.5,0,0
2019/07/12,017650,대림제지,-,"1,555",287,5.42,"3,383",0.46,0,0
2019/07/12,019590,엠벤처투자,관리종목,"1,160",36,32.22,472,2.46,0,0
2019/07/12,021040,대호피앤씨,-,"1,130",29,38.97,936,1.21,0,0
2019/07/12,021045,대호피앤씨우,-,"1,560",-,-,-,-,0,0
2019/07/12,021320,KCC건설,-,"7,060","1,127",6.26,"16,529",0.43,130,1.84
2019/07/12,021650,한국큐빅,-,"2,670",50,53.4,"3,338",0.8,15,0.56
2019/07/12,024840,KBI메탈,-,"1,760",137,12.85,"2,557",0.69,0,0
2019/07/12,024950,삼천리자전거,-,"6,520",-,-,"6,701",0.97,0,0
2019/07/12,025950,동신건설,-,"6,180",117,52.82,"10,391",0.59,150,2.43
2019/07/12,027050,코리아나,-,"3,990",56,71.25,"1,953",2.04,0,0
2019/07/12,031510,오스템,-,"2,600",-,-,"4,746",0.55,20,0.77
2019/07/12,036030,KTH,-,"4,645",25,185.8,"5,793",0.8,0,0
2019/07/12,036640,HRS,-,"2,530",-,-,"4,376",0.58,30,1.19
2019/07/12,036690,코맥스,-,"4,125",210,19.64,"4,536",0.91,50,1.21
2019/07/12,036710,심텍홀딩스,-,"1,650",18,91.67,"3,315",0.5,10,0.61
2019/07/12,037760,쎄니트,-,"1,760",89,19.78,"2,073",0.85,30,1.7
2019/07/12,038460,바이오스마트,-,"5,070",267,18.99,"4,029",1.26,0,0
2019/07/12,038620,위즈코프,-,"1,205",7,172.14,"1,044",1.15,20,1.66
2019/07/12,038950,파인디지털,-,"4,215",232,18.17,"8,364",0.5,50,1.19
2019/07/12,039010,현대통신,-,"9,690","1,977",4.9,"8,719",1.11,300,3.1
2019/07/12,039020,이건홀딩스,-,"3,035",914,3.32,"6,121",0.5,70,2.31
2019/07/12,039310,세중,-,"3,445",-,-,"4,332",0.8,0,0
2019/07/12,041520,이라이콤,-,"5,510",675,8.16,"17,243",0.32,400,7.26
2019/07/12,041910,에스텍파마,-,"6,920",565,12.25,"7,501",0.92,50,0.72
2019/07/12,042420,네오위즈홀딩스,-,"13,800","2,312",5.97,"34,859",0.4,0,0
2019/07/12,042500,링네트,-,"4,200",264,15.91,"3,504",1.2,0,0
2019/07/12,043610,지니뮤직,-,"4,060",116,35,"2,502",1.62,0,0
2019/07/12,045060,오공,-,"3,270",483,6.77,"4,338",0.75,50,1.53
2019/07/12,045300,성우테크론,-,"3,895",606,6.43,"5,013",0.78,75,1.93
2019/07/12,045520,크린앤사이언스,-,"21,000","1,098",19.13,"5,649",3.72,150,0.71
2019/07/12,046110,한일네트웍스,-,"4,840",437,11.08,"5,220",0.93,200,4.13
2019/07/12,046120,오르비텍,-,"4,810",149,32.28,"2,851",1.69,0,0
2019/07/12,046310,백금T&A,-,"2,735",311,8.79,"2,608",1.05,50,1.83
2019/07/12,046390,삼화네트웍스,-,"1,620",-,-,803,2.02,0,0
2019/07/12,047770,코데즈컴바인,-,"2,900",92,31.52,918,3.16,0,0
2019/07/12,048470,대동스틸,-,"7,420",5,"1,484","6,167",1.2,50,0.67
2019/07/12,049630,재영솔루텍,-,"1,265",60,21.08,590,2.14,0,0
2019/07/12,050320,에이앤티앤,관리종목,"3,220",-,-,264,12.2,0,0
2019/07/12,051390,YW,-,"3,745",235,15.94,"6,223",0.6,100,2.67
2019/07/12,053290,NE능률,-,"3,370",-,-,"3,915",0.86,0,0
2019/07/12,053450,세코닉스,-,"6,800",-,-,"10,832",0.63,0,0
2019/07/12,053660,현진소재,-,"2,680",-,-,"2,400",1.12,0,0
2019/07/12,054040,한국컴퓨터,-,"2,335",-,-,"5,382",0.43,100,4.28
2019/07/12,054780,키이스트,-,"2,810",-,-,602,4.67,0,0
2019/07/12,054800,아이디스홀딩스,-,"13,650","2,432",5.61,"21,351",0.64,200,1.47
2019/07/12,057500,SKC 솔믹스,-,"3,855",399,9.66,"1,551",2.49,0,0
2019/07/12,060230,이그잭스,-,"1,935",-,-,640,3.02,0,0
2019/07/12,060560,홈센타홀딩스,-,"1,275",-,-,952,1.34,0,0
2019/07/12,062860,티엘아이,-,"4,580",-,-,"6,645",0.69,0,0
2019/07/12,066360,체리부로,-,"2,370",-,-,"3,394",0.7,50,2.11
2019/07/12,066590,우수AMS,-,"4,040",59,68.47,"2,412",1.67,0,0
2019/07/12,068930,디지털대성,-,"8,200",305,26.89,"3,043",2.69,200,2.44
2019/07/12,069110,코스온,-,"7,890",-,-,"4,904",1.61,0,0
2019/07/12,070590,한솔인티큐브,-,"2,760",-,-,"1,763",1.57,0,0
2019/07/12,077280,한컴지엠디,-,"2,390",152,15.72,"3,847",0.62,0,0
2019/07/12,078600,대주전자재료,-,"20,800",27,770.37,"5,376",3.87,0,0
2019/07/12,079950,인베니아,-,"3,085",258,11.96,"1,959",1.57,60,1.94
2019/07/12,080520,오디텍,-,"5,430",310,17.52,"10,033",0.54,100,1.84
2019/07/12,082920,비츠로셀,-,"10,750",715,15.03,"5,596",1.92,0,0
2019/07/12,084180,수성,관리종목,"5,820",-,-,"1,221",4.77,0,0
2019/07/12,087260,모바일어플라이언스,-,"6,270",136,46.1,"2,090",3,0,0
2019/07/12,089890,코세스,-,"7,450",545,13.67,"1,248",5.97,0,0
2019/07/12,091580,상신이디피,-,"10,500",701,14.98,"4,533",2.32,70,0.67
2019/07/12,091590,남화토건,-,"9,060",50,181.2,"10,942",0.83,70,0.77
2019/07/12,092300,현우산업,-,"3,680",443,8.31,"4,983",0.74,100,2.72
2019/07/12,095660,네오위즈,-,"14,050","1,508",9.32,"13,619",1.03,0,0
2019/07/12,097780,에스맥,-,924,40,23.1,"1,020",0.91,0,0
2019/07/12,099220,SDN,-,"1,405",52,27.02,"1,604",0.88,0,0
2019/07/12,101160,월덱스,-,"7,180","1,064",6.75,"4,308",1.67,50,0.7
2019/07/12,101330,모베이스,-,"5,690",887,6.41,"9,374",0.61,100,1.76
2019/07/12,102120,어보브반도체,-,"6,300",497,12.68,"4,517",1.39,90,1.43
2019/07/12,106080,지투하이소닉,관리종목,798,-,-,128,6.23,0,0
2019/07/12,108860,셀바스AI,관리종목,"3,780",-,-,"1,711",2.21,0,0
2019/07/12,109610,에스와이,-,"4,965",60,82.75,"4,478",1.11,0,0
2019/07/12,109740,디에스케이,-,"10,300",980,10.51,"5,191",1.98,0,0
2019/07/12,110790,크리스에프앤씨,-,"19,850","3,160",6.28,"17,486",1.14,280,1.41
2019/07/12,110990,디아이티,-,"9,310",455,20.46,"8,619",1.08,120,1.29
2019/07/12,111870,삼본전자,-,"3,090",59,52.37,"1,856",1.66,0,0
2019/07/12,115500,케이씨에스,-,"4,920",223,22.06,"1,619",3.04,200,4.07
2019/07/12,119850,지엔씨에너지,-,"4,310",424,10.17,"4,563",0.94,50,1.16
2019/07/12,126640,화신정공,-,"1,155",30,38.5,"2,109",0.55,20,1.73
2019/07/12,128660,피제이메탈,-,"2,460",130,18.92,"1,649",1.49,100,4.07
2019/07/12,130580,나이스디앤비,-,"8,430",604,13.96,"2,935",2.87,150,1.78
2019/07/12,131290,티에스이,-,"8,000","1,231",6.5,"13,442",0.6,200,2.5
2019/07/12,131400,액트,-,"4,475",148,30.24,"2,013",2.22,30,0.67
2019/07/12,142210,유니트론텍,-,"6,360",632,10.06,"3,735",1.7,80,1.26
2019/07/12,158310,인터불스,-,"2,590",-,-,"2,311",1.12,0,0
2019/07/12,181340,이즈미디어,-,"6,750",513,13.16,"5,408",1.25,50,0.74
2019/07/12,191410,육일씨엔에쓰,-,"3,270",25,130.8,"3,762",0.87,0,0
2019/07/12,192410,감마누,관리종목,408,-,-,"1,103",0.37,0,0
2019/07/12,200470,하이셈,-,"5,450",844,6.46,"3,222",1.69,0,0
2019/07/12,200670,휴메딕스,-,"24,750",966,25.62,"10,262",2.41,600,2.42
2019/07/12,200780,비씨월드제약,-,"17,600","1,128",15.6,"11,162",1.58,100,0.57
2019/07/12,201490,미투온,-,"6,690",345,19.39,"2,219",3.01,0,0
2019/07/12,204020,엠코르셋,-,"6,430",572,11.24,"7,378",0.87,180,2.8
2019/07/12,204620,글로벌텍스프리,-,"3,780",226,16.73,"1,990",1.9,0,0
2019/07/12,208140,정다운,-,"2,895",445,6.51,"2,365",1.22,0,0
2019/07/12,215480,토박스코리아,-,"1,190",-,-,461,2.58,0,0
2019/07/12,217600,켐온,-,"1,515",14,108.21,533,2.84,0,0
2019/07/12,217620,디딤,-,"2,640",76,34.74,898,2.94,0,0
2019/07/12,222080,씨아이에스,-,"2,615",-,-,705,3.71,0,0
2019/07/12,227610,아우딘퓨쳐스,-,"11,850",925,12.81,"5,360",2.21,0,0
2019/07/12,232330,SK3호스팩,-,"2,105",-,-,-,-,0,0
2019/07/12,234300,에스트래픽,-,"8,540",-,-,"3,383",2.52,0,0
2019/07/12,238490,힘스,-,"21,300",-,-,"9,293",2.29,0,0
2019/07/12,246690,TS인베스트먼트,-,"2,050",185,11.08,"1,256",1.63,20,0.98
2019/07/12,250000,보라티알,-,"6,700",715,9.37,"7,563",0.89,150,2.24
2019/07/12,255220,SG,-,"9,030",861,10.49,"4,759",1.9,60,0.66
2019/07/12,260660,알리코제약,-,"9,990",132,75.68,"6,413",1.56,0,0
2019/07/12,260930,씨티케이코스메틱스,-,"19,650",796,24.69,"16,645",1.18,200,1.02
2019/07/12,263770,유에스티,-,"5,310",51,104.12,"1,850",2.87,0,0
2019/07/12,263800,데이타솔루션,-,"4,255",-,-,"1,642",2.59,0,0
2019/07/12,072520,제넨바이오,-,"2,890",-,-,528,5.47,0,0
2019/07/12,085660,차바이오텍,-,"15,150",476,31.83,"6,231",2.43,0,0
2019/07/12,262830,대신밸런스제4호스팩,-,"2,130",-,-,-,-,0,0
2019/07/12,004590,한국가구,-,"4,520",493,9.17,"6,625",0.68,115,2.54
2019/07/12,036540,SFA반도체,-,"2,935",90,32.61,"1,890",1.55,0,0
2019/07/12,065420,에스아이리소스,관리종목,639,-,-,391,1.63,0,0
2019/07/12,087730,네패스신소재,-,"6,900",-,-,"1,815",3.8,0,0
2019/07/12,100030,모바일리더,-,"33,100","1,503",22.02,"9,989",3.31,0,0
2019/07/12,140860,파크시스템스,-,"38,450",844,45.56,"5,434",7.08,100,0.26
2019/07/12,174880,장원테크,-,"3,060",318,9.62,"2,182",1.4,0,0
2019/07/12,018620,우진비앤지,-,"3,010",-,-,"1,424",2.11,0,0
2019/07/12,190510,나무가,-,"42,400","1,301",32.59,"10,506",4.04,0,0
2019/07/12,241520,DSC인베스트먼트,-,"3,765",302,12.47,"1,717",2.19,0,0
2019/07/12,020400,대동금속,-,"13,100",360,36.39,"13,838",0.95,60,0.46
2019/07/12,319400,엔에이치스팩14호,-,"2,095",-,-,-,-,,
2019/07/12,067990,도이치모터스,-,"10,350","1,328",7.79,"6,837",1.51,0,0
2019/07/12,054630,에이디칩스,-,"1,815",-,-,"1,031",1.76,0,0
2019/07/12,222420,쎄노텍,-,"2,255",-,-,921,2.45,0,0
2019/07/12,319660,피에스케이,-,"17,500",-,-,-,-,,
2019/07/12,043090,팜스웰바이오,-,"3,845",-,-,673,5.71,0,0
2019/07/12,048870,시너지이노베이션,-,"1,745",-,-,937,1.86,0,0
2019/07/12,083500,에프엔에스테크,-,"7,380",471,15.67,"6,047",1.22,0,0
2019/07/12,130740,티피씨글로벌,-,"2,705",282,9.59,"6,267",0.43,0,0
2019/07/12,208370,셀바스헬스케어,-,"2,365",-,-,"1,663",1.42,0,0
2019/07/12,215380,우정바이오,-,"3,035",-,-,844,3.6,0,0
2019/07/12,317320,한화에스비아이스팩,-,"3,430",-,-,-,-,,
2019/07/12,054920,한컴시큐어,-,"3,070",12,255.83,"4,204",0.73,0,0
2019/07/12,054940,엑사이엔씨,-,"1,845",-,-,"1,574",1.17,0,0
2019/07/12,065690,파커스,-,"3,245",345,9.41,"6,678",0.49,300,9.24
2019/07/12,290660,네오펙트,-,"6,090",-,-,"2,358",2.58,0,0
2019/07/12,019010,베뉴지,-,"2,245",58,38.71,"5,222",0.43,30,1.34
2019/07/12,069540,라이트론,관리종목,"5,420",-,-,"4,021",1.35,0,0
2019/07/12,124500,아이티센,-,"4,800",-,-,"2,070",2.32,0,0
2019/07/12,035290,더블유에프엠,-,"3,990",-,-,606,6.58,0,0
2019/07/12,042040,케이피엠테크,-,916,411,2.23,"1,432",0.64,0,0
2019/07/12,078020,이베스트투자증권,-,"5,440",960,5.67,"9,973",0.55,485,8.92
2019/07/12,123840,한일진공,-,"1,125",-,-,"2,371",0.47,0,0
2019/07/12,131760,파인텍,-,"1,120",-,-,"1,527",0.73,0,0
2019/07/12,205100,엑셈,-,"3,045",184,16.55,"1,791",1.7,0,0
2019/07/12,220180,핸디소프트,-,"3,965",-,-,"3,301",1.2,0,0
2019/07/12,230240,에치에프알,-,"20,850",-,-,"6,730",3.1,0,0
2019/07/12,019660,글로본,-,"3,320",62,53.55,"1,000",3.32,0,0
2019/07/12,032580,피델릭스,-,"1,700",169,10.06,"1,375",1.24,0,0
2019/07/12,043220,에이치엘비파워,관리종목,825,-,-,288,2.86,0,0
2019/07/12,049470,SGA,-,"1,000",-,-,841,1.19,0,0
2019/07/12,224060,코디엠,-,657,-,-,398,1.65,0,0
2019/07/12,024060,흥구석유,-,"6,420",163,39.39,"4,696",1.37,120,1.87
2019/07/12,079970,투비소프트,-,"3,785",-,-,"2,419",1.56,0,0
2019/07/12,100090,삼강엠앤티,-,"4,675",-,-,"5,645",0.83,0,0
2019/07/12,206650,유바이오로직스,-,"7,090",151,46.95,940,7.54,0,0
2019/07/12,216050,인크로스,-,"20,350","1,096",18.57,"7,856",2.59,0,0
2019/07/12,023890,한국아트라스비엑스,-,"59,800","13,137",4.55,"34,300",1.74,400,0.67
2019/07/12,215000,골프존,-,"77,600","3,255",23.84,"31,061",2.5,"1,850",2.38
2019/07/12,030270,에스마크,관리종목,998,-,-,"3,597",0.28,0,0
2019/07/12,053590,한국테크놀로지,-,"1,125",-,-,319,3.53,0,0
2019/07/12,064090,에프앤리퍼블릭,-,"1,420",67,21.19,"1,036",1.37,0,0
2019/07/12,065500,오리엔트정공,-,473,-,-,463,1.02,0,0
2019/07/12,093640,다믈멀티미디어,-,"3,460",-,-,"1,067",3.24,0,0
2019/07/12,130500,GH신소재,-,"3,330",41,81.22,"3,619",0.92,0,0
2019/07/12,136510,쎄미시스코,-,"8,640",183,47.21,"5,700",1.52,20,0.23
2019/07/12,050120,라이브플렉스,-,862,-,-,821,1.05,0,0
2019/07/12,064550,바이오니아,-,"9,020",-,-,"1,764",5.11,0,0
2019/07/12,023790,동일철강,-,"4,820",-,-,"6,977",0.69,0,0
2019/07/12,117670,알파홀딩스,-,"8,000",-,-,"3,650",2.19,0,0
2019/07/12,253840,수젠텍,-,"7,610",-,-,"1,318",5.77,0,0
2019/07/12,031310,아이즈비전,-,"5,020",732,6.86,"5,734",0.88,100,1.99
2019/07/12,036120,SCI평가정보,-,"2,475",44,56.25,473,5.23,0,0
2019/07/12,037070,파세코,-,"11,700",340,34.41,"4,998",2.34,200,1.71
2019/07/12,073570,WI,-,"8,180",-,-,"2,435",3.36,0,0
2019/07/12,137400,피엔티,-,"4,825",114,42.32,"4,370",1.1,0,0
2019/07/12,024880,케이피에프,-,"4,675",646,7.24,"9,434",0.5,160,3.42
2019/07/12,032820,우리기술,-,"1,095",-,-,388,2.82,0,0
2019/07/12,056700,신화인터텍,-,"6,100",-,-,"2,989",2.04,0,0
2019/07/12,086250,화신테크,-,"3,480",-,-,"2,194",1.59,0,0
2019/07/12,089010,켐트로닉스,-,"10,600",88,120.45,"5,700",1.86,0,0
2019/07/12,160600,에스엔텍,-,"5,660",452,12.52,"3,114",1.82,0,0
2019/07/12,208640,썸에이지,-,902,-,-,113,7.98,0,0
2019/07/12,217270,넵튠,-,"9,300",-,-,"3,390",2.74,0,0
2019/07/12,307930,컴퍼니케이,-,"9,110",442,20.61,"2,021",4.51,0,0
2019/07/12,086040,바이오톡스텍,-,"6,290",250,25.16,"2,146",2.93,0,0
2019/07/12,256840,엔에이치스팩11호,-,"2,170",-,-,-,-,0,0
2019/07/12,321260,유진스팩4호,-,"2,275",-,-,-,-,,
2019/07/12,322780,DB금융스팩7호,-,"2,105",-,-,-,-,,
2019/07/12,033130,디지틀조선,-,"2,715",139,19.53,"1,974",1.38,40,1.47
2019/07/12,051980,센트럴바이오,-,"1,270",-,-,571,2.22,0,0
2019/07/12,066110,한프,-,"1,495",-,-,690,2.17,0,0
2019/07/12,099320,쎄트렉아이,-,"21,000",647,32.46,"7,986",2.63,210,1
2019/07/12,241770,메카로,-,"14,700","2,888",5.09,"13,829",1.06,575,3.91
2019/07/12,250930,케이비제10호스팩,-,"3,930",-,-,-,-,0,0
2019/07/12,078130,국일제지,-,"3,990",-,-,479,8.33,0,0
2019/07/12,080440,에스제이케이,관리종목,"1,510",-,-,"1,709",0.88,0,0
2019/07/12,092460,한라IMS,-,"7,700",226,34.07,"6,677",1.15,100,1.3
2019/07/12,149980,하이로닉,-,"6,200",-,-,"2,679",2.31,3,0.05
2019/07/12,176440,에이치엔티,-,"16,000",18,888.89,"3,616",4.42,0,0
2019/07/12,285490,노바텍,-,"18,300","1,748",10.47,"6,730",2.72,0,0
2019/07/12,044480,바이오제네틱스,-,"6,550",-,-,"2,653",2.47,0,0
2019/07/12,080220,제주반도체,-,"3,440",383,8.98,"2,630",1.31,0,0
2019/07/12,094190,이엘케이,관리종목,787,-,-,252,3.12,0,0
2019/07/12,096640,멜파스,-,"2,315",-,-,"1,817",1.27,0,0
2019/07/12,131370,알서포트,-,"4,080",96,42.5,"1,012",4.03,10,0.25
2019/07/12,170790,파이오링크,-,"6,560",57,115.09,"4,879",1.34,0,0
2019/07/12,223310,이에스브이,관리종목,292,-,-,266,1.1,0,0
2019/07/12,305090,마이크로디지탈,-,"19,550",-,-,"3,050",6.41,0,0
2019/07/12,088800,에이스테크,-,"10,700",97,110.31,"2,291",4.67,0,0
2019/07/12,192390,윈하이텍,-,"4,160",669,6.22,"5,803",0.72,120,2.88
2019/07/12,242040,나무기술,-,"3,475",-,-,462,7.52,0,0
2019/07/12,290650,엘앤씨바이오,-,"21,550",830,25.96,"7,252",2.97,0,0
2019/07/12,053950,경남제약,관리종목,"17,200",327,52.6,"2,351",7.32,0,0
2019/07/12,073110,엘엠에스,-,"15,200",881,17.25,"13,267",1.15,150,0.99
2019/07/12,307870,상상인이안1호스팩,-,"2,120",-,-,-,-,,
2019/07/12,308100,까스텔바쟉,-,"13,450","1,869",7.2,"10,464",1.29,0,0
2019/07/12,033110,코너스톤네트웍스,-,"1,610",-,-,286,5.63,0,0
2019/07/12,035480,제이테크놀로지,-,"1,475",-,-,711,2.07,0,0
2019/07/12,101390,아이엠,-,"1,280",-,-,"1,248",1.03,0,0
2019/07/12,043710,서울리거,-,"2,375",-,-,"1,905",1.25,0,0
2019/07/12,049080,기가레인,-,"1,780",-,-,"1,332",1.34,0,0
2019/07/12,293780,압타바이오,-,"20,900",-,-,"2,112",9.9,0,0
2019/07/12,310200,미래에셋대우스팩2호,-,"2,465",-,-,-,-,,
2019/07/12,018000,유니슨,-,"1,145",-,-,740,1.55,0,0
2019/07/12,031980,피에스케이홀딩스,-,"8,750","3,227",2.71,"16,372",0.53,400,4.57
2019/07/12,043370,평화정공,-,"9,260","2,135",4.34,"25,862",0.36,160,1.73
2019/07/12,051370,인터플렉스,-,"10,800",-,-,"10,474",1.03,0,0
2019/07/12,078890,가온미디어,-,"11,000",368,29.89,"9,602",1.15,100,0.91
2019/07/12,084370,유진테크,-,"11,500",859,13.39,"10,213",1.13,230,2
2019/07/12,089030,테크윙,-,"10,750","1,091",9.85,"8,686",1.24,230,2.14
2019/07/12,100130,동국S&C,-,"2,580",-,-,"4,486",0.58,80,3.1
2019/07/12,108790,인터파크,-,"5,580",-,-,"4,712",1.18,100,1.79
2019/07/12,119610,인터로조,-,"23,250","1,296",17.94,"10,695",2.17,300,1.29
2019/07/12,121440,골프존뉴딘홀딩스,-,"4,880",-,-,"11,313",0.43,117,2.4
2019/07/12,206640,바디텍메드,-,"10,550",-,-,"2,790",3.78,50,0.47
2019/07/12,246710,티앤알바이오팹,-,"13,650",-,-,"3,717",3.67,0,0
2019/07/12,052190,이에스에이,-,"1,900",-,-,"1,292",1.47,0,0
2019/07/12,054340,피앤텔,관리종목,"6,680",-,-,740,9.03,0,0
2019/07/12,085370,루트로닉,-,"8,390",-,-,"5,003",1.68,0,0
2019/07/12,08537M,루트로닉3우C,-,"12,500",-,-,-,-,0,0
2019/07/12,101400,엔시트론,-,585,-,-,56,10.45,0,0
2019/07/12,225650,쿠첸,-,"7,220",64,112.81,"5,688",1.27,0,0
2019/07/12,239340,줌인터넷,-,"8,890",-,-,-,-,0,0
2019/07/12,289080,SV인베스트먼트,-,"2,345",136,17.24,516,4.54,0,0
2019/07/12,297570,IBKS제9호스팩,-,"3,845",-,-,-,-,0,0
2019/07/12,050890,쏠리드,-,"5,990",246,24.35,"2,177",2.75,0,0
